题目,答案要点,难度,相关岗位,标签,题目类型
介绍异步⽅方案,前端常见异步方案包括：1. 回调函数（Callback）：最基础，但容易导致回调地狱；2. Promise：ES6引入，通过链式调用解决回调地狱，状态不可逆；3. Generator：ES6引入，通过`yield`暂停和恢复执行，常结合co库使用；4. async/await：ES8引入，是Generator的语法糖，以同步代码的方式编写异步逻辑，是目前最优雅的异步方案。,3,web前端开发,前端基础、真题-宝宝树,技术知识
promise如何实现then处理理？,Promise内部维护了状态（pending/fulfilled/rejected）和回调队列。当调用`then`时，如果状态为pending，会将成功和失败的回调函数分别存入对应的数组中；如果状态已改变，则直接将回调推入微任务队列执行。`then`方法内部会返回一个新的Promise，并在执行回调后，根据回调的返回值（普通值、抛出异常或新的Promise）来决定这个新Promise的状态，从而实现链式调用。,3,web前端开发,JavaScript、Promise、真题-宝宝树,技术知识
koa2中间件原理理,Koa2的中间件采用了“洋葱模型”。基于async/await实现，中间件按顺序执行，当调用`await next()`时，当前中间件暂停执行，控制权交由下一个中间件；当最后一个中间件执行完毕后，控制权再逐层逆向返回。这种机制非常适合处理请求前后的拦截、耗时操作记录和统一错误处理。,3,全栈开发/Node.js开发,Node.js、中间件、真题-宝宝树,技术知识
常⽤用的中间件,在Node.js/Koa/Express中常用的中间件包括：`koa-router`（路由处理）、`koa-bodyparser`（解析POST请求体）、`koa-static`（提供静态资源服务）、`koa-views`（模板渲染）、`koa-logger`（日志记录）、`cors`（处理跨域请求）、`koa-jwt`（JWT鉴权验证）等。,3,全栈开发/Node.js开发,Node.js、中间件、真题-宝宝树,技术知识
服务端怎么做统⼀一的状态处理理？,"服务端通常通过全局中间件或拦截器来进行统一状态处理。例如在Koa中，可以在最外层编写一个错误处理中间件，通过`try...catch`捕获内层所有中间件抛出的异常，统一格式化返回（如`{ code: 500, msg: 'Error' }`）。对于成功响应，也可以封装统一的响应格式函数，确保API返回的数据结构一致。",2,web前端开发,前端基础、真题-宝宝树,技术知识
如何对相对路路径引⽤用进⾏行行优化？,在大型项目中，深层级的相对路径（如`../../../utils/api`）难以维护。优化方案：1. Webpack配置`resolve.alias`（如`@`指向`src`目录）；2. TypeScript配置`tsconfig.json`中的`paths`和`baseUrl`；3. Babel配置`babel-plugin-module-resolver`。这样可以使用绝对路径别名（如`@/utils/api`）引入模块，提高代码可读性和重构效率。,3,web前端开发,性能优化、真题-宝宝树,技术知识
node⽂文件查找优先级,"Node.js中`require`的查找优先级：1. 核心模块（如`fs`, `http`）；2. 路径形式的文件模块（相对或绝对路径，按`.js`, `.json`, `.node`后缀尝试）；3. 第三方自定义模块：从当前目录的`node_modules`向上逐级查找，直到根目录的`node_modules`；4. 查找`package.json`中的`main`字段，若无则默认查找`index.js`。",2,全栈开发/Node.js开发,Node.js、真题-宝宝树,技术知识
npm2和npm3+有什什么区别？,npm2的依赖树是嵌套的，会导致`node_modules`目录层级过深，在Windows下可能触发路径长度限制，且相同依赖会被重复安装。npm3+引入了扁平化（Flat）的依赖管理机制，将依赖尽可能安装在顶层`node_modules`中，解决了路径过长问题，并大幅减少了重复模块的安装，节省了磁盘空间。,2,web前端开发,前端基础、真题-宝宝树,技术知识
knex连接数据库响应回调,"Knex.js是一个SQL查询构建器，支持Promise和回调机制。在执行数据库查询时，可以通过`.then()`和`.catch()`处理成功和失败的响应；也可以使用`async/await`以同步的方式编写异步代码。此外，Knex也支持传统Node.js风格的`.asCallback((err, result) => {})`回调函数来处理数据库响应。",3,全栈开发/Node.js开发,数据库、真题-海康威视,技术知识
介绍异步⽅方案,前端常见异步方案包括：1. 回调函数（Callback）：最基础，但容易导致回调地狱；2. Promise：ES6引入，通过链式调用解决回调地狱，状态不可逆；3. Generator：ES6引入，通过`yield`暂停和恢复执行，常结合co库使用；4. async/await：ES8引入，是Generator的语法糖，以同步代码的方式编写异步逻辑，是目前最优雅的异步方案。,3,web前端开发,前端基础、真题-海康威视,技术知识
如何处理理异常捕获？,1. 同步代码和`async/await`：使用`try...catch`块包裹；2. Promise：使用`.catch()`方法捕获链中未处理的异常；3. 全局错误：浏览器端可监听`window.onerror`或`window.addEventListener('unhandledrejection')`，Node.js端可监听`process.on('uncaughtException')`和`process.on('unhandledRejection')`；4. 框架层面：React使用Error Boundaries（`componentDidCatch`），Vue使用`Vue.config.errorHandler`。,4,web前端开发,前端基础、真题-海康威视,场景题
项⽬目如何管理理模块？,现代前端项目通常使用模块化规范来管理代码：1. ES6 Modules：使用`import`和`export`，是目前最主流的标准，支持静态分析和Tree Shaking；2. CommonJS：Node.js环境默认规范，使用`require`和`module.export`，运行时加载；3. 构建工具：借助Webpack、Vite或Rollup等打包工具，将各个模块打包成浏览器可执行的静态资源，同时通过配置别名（Alias）优化模块引用路径。,3,web前端开发,前端基础、真题-海康威视,技术知识
前端性能优化,前端性能优化可分为多方面：1. 网络层面：使用CDN、开启Gzip、减少HTTP请求（合并文件/精灵图）、合理利用缓存（强缓存/协商缓存）。2. 渲染层面：CSS放头部、JS放底部、减少DOM操作、避免重绘（Repaint）和回流（Reflow）、使用虚拟列表、图片懒加载。3. 代码层面：节流与防抖、Web Workers处理耗时任务、Webpack打包优化（代码分割、Tree Shaking）。,4,web前端开发,性能优化、真题-海康威视,技术知识
JS继承⽅方案,JavaScript的继承主要基于原型链。常见方法包括：1. 原型链继承：将子类的原型指向父类实例；2. 构造函数继承：在子类构造函数中调用父类构造函数（`Parent.call(this)`）；3. 组合继承：结合前两者，原型链继承方法，构造函数继承属性；4. 寄生组合式继承：通过`Object.create()`优化组合继承的缺点；5. ES6的`class`和`extends`关键字实现继承，语法糖本质上也是寄生组合式继承。,3,web前端开发,前端基础、继承、真题-海康威视,技术知识
如何判断⼀一个变量量是不不是数组？,1. `Array.isArray(arr)`：ES5新增，最推荐的官方方法；2. `arr instanceof Array`：判断原型链，但在跨iframe环境下会失效；3. `Object.prototype.toString.call(arr) === '[object Array]'`：最准确的通用方法，不受执行环境影响；4. `arr.constructor === Array`：与instanceof类似，同样存在跨域或原型被修改导致不准确的问题。,3,web前端开发,前端基础、真题-海康威视,技术知识
变量量a和b，如何交换？,"1. 引入临时变量：`let temp = a; a = b; b = temp;`（最基础）；2. ES6解构赋值：`[a, b] = [b, a];`（最简洁，推荐）；3. 算术运算：`a = a + b; b = a - b; a = a - b;`（仅限数字，防溢出）；4. 异或运算：`a = a ^ b; b = a ^ b; a = a ^ b;`（仅限整数，性能好）。",2,web前端开发,前端基础、真题-海康威视,技术知识
事件委托,事件委托（Event Delegation）是利用事件冒泡的原理，将子元素的事件监听器绑定在父元素上。当子元素触发事件时，事件会冒泡到父元素，由父元素的监听函数统一处理。优点是减少了内存消耗（不需要为每个子元素绑定事件），并且可以动态地为未来新增的子元素自动绑定事件，通常通过`event.target`来判断实际触发事件的元素。,4,web前端开发,浏览器、事件委托、真题-海康威视,技术知识
标签⽣生成的Dom结构是⼀一个类数组,通过`document.getElementsByTagName`、`document.querySelectorAll`或`document.childNodes`获取的DOM节点集合（如NodeList或HTMLCollection）并不是真正的数组，而是“类数组对象”（Array-like Object）。它们具有`length`属性和索引，但没有数组原型上的方法（如`push`、`map`、`forEach`等）。,2,web前端开发,HTML、DOM、真题-海康威视,技术知识
类数组和数组的区别？,"1. 类型不同：数组是`Array`的实例，类数组是普通的`Object`；2. 方法不同：数组拥有`Array.prototype`上的所有方法（如`push`, `pop`, `map`, `forEach`），类数组没有这些方法；3. 结构相似：类数组和数组都具有`length`属性和数字索引（如`0`, `1`, `2`），都可以通过`for`循环进行遍历。",2,web前端开发,前端基础、真题-海康威视,技术知识
dom的类数组如何转成数组？,1. ES6的`Array.from(likeArray)`：最推荐的现代方法；2. ES6扩展运算符：`[...likeArray]`（要求类数组必须实现了Iterator接口，如NodeList）；3. `Array.prototype.slice.call(likeArray)`：ES5及以前最常用的兼容方法；4. 遍历：通过`for`循环逐个将元素`push`到新数组中。,3,web前端开发,HTML、DOM、真题-海康威视,技术知识
介绍单⻚页⾯面应⽤用和多⻚页⾯面应⽤用,单页面应用（SPA）：只有一个完整HTML页面，页面切换通过前端路由（Hash或History API）拦截并动态替换DOM内容，体验流畅、无刷新，但首屏加载慢，SEO不友好（需SSR解决）。多页面应用（MPA）：每次跳转都向服务器请求新的完整HTML页面，首屏快、SEO友好，但页面切换会有白屏刷新感，服务器压力相对较大。,2,web前端开发,前端基础、真题-海康威视,技术知识
redux状态树的管理理,Redux将整个应用的状态存储在一个单一的JavaScript对象（State Tree）中。状态树的管理遵循三个原则：单一数据源、状态是只读的、使用纯函数（Reducer）来执行修改。开发者通过`dispatch(action)`触发状态变更，Reducer接收旧状态和action，返回新的状态对象。这种集中式管理使得状态变化可预测、易于调试和回溯。,4,web前端开发,React、Redux、真题-海康威视,技术知识
介绍localstorage的API,"`localStorage`是Web Storage API的一部分，用于在浏览器中持久化存储键值对数据（容量约5MB）。常用API包括：1. `localStorage.setItem(key, value)`：存储数据（value会被转为字符串）；2. `localStorage.getItem(key)`：读取数据；3. `localStorage.removeItem(key)`：删除指定键的数据；4. `localStorage.clear()`：清空所有数据；5. `localStorage.key(index)`：获取指定索引的键名；6. `localStorage.length`：获取存储的键值对数量。",2,web前端开发,前端基础、localStorage、真题-海康威视,技术知识
html语义化的理理解,"HTML语义化是指使用正确的标签来表达页面的结构和内容（如使用`<header>`, `<nav>`, `<article>`, `<footer>`等标签代替全篇的`<div>`）。它的优点包括：1. 代码结构清晰，易于阅读和维护；2. 有利于SEO，搜索引擎爬虫能更好地理解页面内容和权重；3. 提升无障碍性（Accessibility），方便屏幕阅读器等辅助设备解析网页。",1,web前端开发,HTML、语义化、真题-蘑菇街,技术知识
<b>和<strong>的区别？,两者在浏览器中默认都会将文本加粗显示，但语义不同。`<b>`（Bold）仅仅是物理上的样式加粗，没有强调的语义；而`<strong>`表示内容具有强烈的重要性、严重性或紧急性，带有强烈的语义色彩。在现代Web开发中，推荐使用`<strong>`来表达强调，而单纯的样式加粗应通过CSS（`font-weight`）来实现。,2,web前端开发,前端基础、真题-蘑菇街,技术知识
对闭包的理理解,闭包是指有权访问另一个函数作用域中变量的函数。当一个函数内部返回了另一个函数，且内部函数引用了外部函数的局部变量时，就形成了闭包。闭包的本质是利用了JavaScript的词法作用域链，使得外部函数的变量在执行完毕后不会被垃圾回收机制销毁，从而常驻内存。,4,web前端开发,JavaScript、闭包、真题-蘑菇街,技术知识
⼯工程中闭包使⽤用场景,1. 封装私有变量和方法：避免全局变量污染（如模块化开发、立即执行函数IIFE）；2. 状态保持：如在React Hooks中（`useState`的实现原理）、防抖（Debounce）和节流（Throttle）函数中保存定时器ID；3. 函数柯里化（Currying）：通过闭包保存部分参数，返回接收剩余参数的函数；4. 循环中的异步操作：在ES5中利用闭包解决`for`循环中`var`声明导致的变量共享问题。,4,web前端开发,JavaScript、闭包、真题-蘑菇街,技术知识
介绍this和原型,`this`是JavaScript中的关键字，其指向在函数执行时动态绑定，通常指向调用该函数的对象（普通函数指向window，箭头函数继承外层作用域的this）。原型（Prototype）是JS实现继承的核心机制。每个函数都有一个`prototype`属性，每个对象都有一个`__proto__`内部属性指向其构造函数的原型对象，当访问对象属性时，若自身没有，会沿着原型链向上查找。,3,web前端开发,JavaScript、this、真题-蘑菇街,技术知识
使⽤用原型最⼤大的好处,使用原型最大的好处是“内存共享”和“实现继承”。通过将公用的方法和属性定义在构造函数的`prototype`对象上，所有通过该构造函数实例化的对象都可以共享这些方法和属性，而不需要在每个实例中都重新创建一份。这极大地节省了内存空间，并提升了运行效率。,3,web前端开发,前端基础、真题-蘑菇街,技术知识
react设计思路路,React的核心设计思路包括：1. 声明式UI：开发者只需描述UI在任何状态下应该长什么样，React负责底层DOM的更新；2. 组件化：将UI拆分为独立、可复用的组件，每个组件维护自身的状态和逻辑；3. 单向数据流：数据自顶向下通过props传递，保证了数据流向的可预测性；4. 虚拟DOM：在内存中维护一棵DOM树，通过Diff算法计算出最小差异后批量更新真实DOM，提升性能。,4,web前端开发,React、真题-蘑菇街,技术知识
为什什么虚拟DOM⽐比真实DOM性能好,真实DOM对象非常庞大，直接操作真实DOM会引发浏览器的重排（Reflow）和重绘（Repaint），性能开销极高。虚拟DOM是一个轻量级的JavaScript对象，是对真实DOM的抽象。当状态改变时，React会先在内存中生成新的虚拟DOM树，并与旧树进行Diff对比，找出最小差异（Patch），最后将这些差异一次性、批量地更新到真实DOM上，从而减少了不必要的DOM操作，提升了性能。,4,web前端开发,HTML、性能优化、虚拟DOM、DOM、真题-蘑菇街,技术知识
react常⻅见的通信⽅方式,1. 父传子：通过`props`传递数据；2. 子传父：父组件通过`props`传递回调函数，子组件调用该函数并传参；3. 兄弟组件：状态提升（Lifting State Up），将共享状态提升到最近的共同父组件中；4. 跨层级通信：使用React Context API（`Provider`和`Consumer`）；5. 全局状态管理：使用Redux、MobX或Zustand等第三方库；6. 事件发布订阅：使用自定义事件（如`EventEmitter`）。,2,web前端开发,React、真题-蘑菇街,技术知识
redux整体的⼯工作流程,1. 用户在View层触发交互；2. View层通过`dispatch(action)`派发一个Action（包含type和payload）；3. Store接收到Action，将其连同当前的State一起传递给Reducer；4. Reducer是一个纯函数，根据Action的type计算并返回全新的State；5. Store更新State，并通知所有订阅了该State的View层组件；6. View层获取到最新的State，重新渲染UI。,4,web前端开发,React、Redux、真题-蘑菇街,技术知识
redux和全局对象之间的区别？,普通全局对象（如挂载在`window`上的变量）可以被应用中的任何代码随意修改，数据流向不可预测，且数据改变时无法自动触发视图更新。Redux提供了严格的单向数据流和状态修改约束，只能通过`dispatch action`并由纯函数`reducer`来修改状态。这使得状态变化是可追踪、可预测的，并且Redux能与React结合，在状态变化时自动驱动视图更新。,4,web前端开发,React、Redux、真题-蘑菇街,技术知识
Redux数据回溯设计思路路,Redux的数据回溯（如时间旅行 Time Travel）得益于其核心原则：状态是只读的，且由纯函数Reducer返回全新的状态对象（不可变数据 Immutable）。每次dispatch action后，Store都会保存一个新的State快照，而不是在原对象上修改。因此，只需将历史的State快照保存在一个数组中，通过切换当前指向的State索引，即可轻松实现状态的回退和重做。,4,web前端开发,React、Redux、真题-蘑菇街,技术知识
单例例、⼯工⼚厂、观察者项⽬目中实际场景,1. 单例模式：确保一个类只有一个实例，常用于全局状态管理（如Redux Store）、全局弹窗组件、Axios请求实例配置；2. 工厂模式：根据不同参数创建不同对象，常用于根据权限生成不同的路由菜单、创建不同类型的图表组件；3. 观察者模式（发布-订阅）：对象间的一对多依赖关系，常用于Vue的双向数据绑定、EventBus事件总线、Redux的`subscribe`机制。,2,web前端开发,项目经验、真题-蘑菇街,项目经历深挖
项⽬目中树的使⽤用场景以及了了解,树结构在前端项目中非常常见。典型场景包括：1. 虚拟DOM树和真实DOM树的表示；2. 级联选择器（Cascader）、树形控件（Tree）的数据渲染；3. 路由配置（嵌套路由）和多级系统菜单的生成；4. 组织架构图或思维导图。在处理树结构时，常需要掌握深度优先遍历（DFS，如递归）和广度优先遍历（BFS）算法，以及将扁平数组转换为树形结构的算法。,5,web前端开发,前端基础、真题-蘑菇街,技术知识
⼯工作收获,（此题为主观题，通用回答）在前端开发工作中，我的主要收获包括：1. 技术深度：深入理解了React/Vue底层原理，掌握了前端性能优化和工程化构建（Webpack/Vite）的最佳实践；2. 业务理解：能够更好地将技术与业务结合，从用户体验出发设计交互方案；3. 团队协作：提升了代码规范意识，熟练使用Git进行分支管理和Code Review，增强了与后端、UI和测试的沟通协作能力。,4,web前端开发,前端基础、真题-蘑菇街,技术知识
react⽣生命周期,React类组件生命周期主要分为三个阶段：1. 挂载阶段：`constructor` -> `static getDerivedStateFromProps` -> `render` -> `componentDidMount`；2. 更新阶段：`static getDerivedStateFromProps` -> `shouldComponentUpdate` -> `render` -> `getSnapshotBeforeUpdate` -> `componentDidUpdate`；3. 卸载阶段：`componentWillUnmount`。React 16.3之后废弃了`componentWillMount`、`componentWillReceiveProps`和`componentWillUpdate`。,2,web前端开发,React、真题-酷家乐,技术知识
react性能优化,常见优化手段：1. 避免不必要的渲染：使用`React.memo`、`PureComponent`或重写`shouldComponentUpdate`；2. 状态和回调缓存：使用`useMemo`和`useCallback`；3. 列表渲染优化：为列表项添加唯一的`key`，长列表使用虚拟列表（如`react-window`）；4. 代码分割：使用`React.lazy`和`Suspense`进行路由或组件的懒加载；5. 状态下放：将频繁变化的状态（如输入框内容）封装在局部组件中，避免父组件整体重渲染。,3,web前端开发,React、性能优化、真题-酷家乐,技术知识
添加原⽣生事件不不移除为什什么会内存泄露露,在React或Vue等单页应用中，组件销毁时框架会自动清理其内部绑定的合成事件。但如果通过`document.addEventListener`手动绑定了原生事件，事件监听器会一直保存在内存中，并且回调函数内部如果引用了该组件的DOM或变量（形成闭包），会导致整个组件实例无法被垃圾回收机制（GC）回收，从而造成内存泄漏。因此必须在`componentWillUnmount`或`useEffect`的清理函数中手动`removeEventListener`。,4,web前端开发,前端基础、真题-酷家乐,技术知识
还有哪些地⽅方会内存泄露露？,常见内存泄漏场景：1. 未清理的定时器（`setInterval`、`setTimeout`）；2. 未清理的全局变量或挂载在`window`上的对象；3. 闭包使用不当，导致外部函数的变量无法释放；4. 脱离DOM的引用：DOM节点被删除，但在JS中仍被变量引用；5. 第三方库实例未销毁：如地图实例、图表实例（ECharts）、音视频播放器等，在组件销毁时未调用其`destroy`方法。,4,web前端开发,前端基础、真题-酷家乐,技术知识
setInterval需要注意的点,1. 内存泄漏：组件销毁时必须调用`clearInterval`清除定时器；2. 执行堆积：如果定时器内的任务执行时间超过了设定的间隔时间，会导致任务在队列中堆积，甚至引发浏览器卡顿。推荐使用递归的`setTimeout`来代替`setInterval`，确保上一个任务执行完毕后再开启下一个；3. 息屏休眠：浏览器在后台标签页或息屏时，会降低`setInterval`的执行频率（通常最低为1秒），导致时间不准确。,4,web前端开发,前端基础、真题-酷家乐,技术知识
定时器器为什什么是不不精确的,JavaScript是单线程的，基于事件循环（Event Loop）机制。`setTimeout`和`setInterval`指定的时间并不是回调函数执行的准确时间，而是回调函数被推入“宏任务队列”的时间。如果当前主线程上有耗时的同步任务正在执行，或者微任务队列中有大量任务，定时器的回调就必须等待这些任务执行完毕后才能执行，从而导致实际执行时间晚于设定时间（即定时器不精确）。,3,web前端开发,前端基础、真题-酷家乐,技术知识
setTimeout(1)和setTimeout(2)之间的区别？,"在HTML5标准中，`setTimeout`的最小延迟时间通常被限制为4ms（在嵌套层级超过5层时）。因此，在大多数现代浏览器中，`setTimeout(fn, 1)`和`setTimeout(fn, 2)`在执行时几乎没有区别，它们都会被当作最小延迟（通常是1ms到4ms之间）处理，并按照代码解析的先后顺序被推入宏任务队列。",3,web前端开发,前端基础、真题-酷家乐,技术知识
介绍宏任务和微任务,在JS事件循环中，异步任务分为宏任务（Macrotask）和微任务（Microtask）。宏任务包括：`script`（整体代码）、`setTimeout`、`setInterval`、I/O、UI渲染、`setImmediate`（Node）。微任务包括：`Promise.then/catch/finally`、`MutationObserver`、`process.nextTick`（Node）。执行顺序：执行一个宏任务 -> 清空当前所有的微任务 -> 渲染UI -> 执行下一个宏任务。微任务的优先级高于后续的宏任务。,3,web前端开发,浏览器、真题-酷家乐,技术知识
promise⾥里里⾯面和then⾥里里⾯面执⾏行行有什什么区别？,"`new Promise(executor)`中的`executor`函数是同步执行的，即在创建Promise实例时会立即执行。而`.then(onFulfilled, onRejected)`中的回调函数是异步执行的，它们会被推入微任务（Microtask）队列。只有当Promise的状态变为`fulfilled`或`rejected`，且当前同步代码执行完毕后，才会去微任务队列中取出并执行`.then`里面的代码。",3,web前端开发,JavaScript、Promise、真题-酷家乐,技术知识
介绍pureComponet,`React.PureComponent`是React提供的一个类组件基类，与`React.Component`类似，但它内部自动实现了一个带有浅比较（Shallow Comparison）的`shouldComponentUpdate`。当组件的`props`或`state`发生变化时，它会浅比较新旧数据，如果引用或基本类型值没有变化，则阻止组件重新渲染，从而提升性能。注意：如果数据是深层嵌套的对象，浅比较可能会导致视图不更新。,2,web前端开发,前端基础、真题-酷家乐,技术知识
介绍Function Component,"函数组件（Function Component）是React中定义组件的一种方式，本质上是一个接收`props`并返回React元素（JSX）的纯函数。在React 16.8引入Hooks之前，函数组件是无状态的，没有生命周期。引入Hooks（如`useState`, `useEffect`）后，函数组件具备了状态管理和副作用处理能力，代码更加简洁、易于复用（自定义Hook），是目前React官方推荐的组件编写方式。",3,web前端开发,前端基础、真题-酷家乐,技术知识
React数据流,React采用的是“单向数据流”（Unidirectional Data Flow）。数据总是从父组件通过`props`自顶向下流向子组件，子组件不能直接修改父组件传递的`props`。如果子组件需要修改父组件的状态，必须通过父组件传递下来的回调函数来触发父组件的状态更新，然后再由父组件将新的状态向下传递。这种机制使得数据流向清晰、可预测，便于调试。,2,web前端开发,React、真题-酷家乐,技术知识
props和state的区别？,`props`（属性）是组件对外的接口，由父组件传递给子组件，在子组件内部是只读的（不可变）。`state`（状态）是组件对内的接口，是组件自身维护的私有数据，可以通过`setState`（类组件）或`useState`（函数组件）进行修改。简单来说，`props`用于组件间的数据传递，而`state`用于组件内部的状态管理和视图驱动。,2,web前端开发,前端基础、真题-酷家乐,技术知识
介绍react context,React Context 提供了一种在组件树中跨层级传递数据的方法，避免了通过`props`一层层手动传递（即避免了Props Drilling）。通过`React.createContext`创建一个Context对象，使用`<Context.Provider value={data}>`在父组件提供数据，后代组件可以通过`Context.Consumer`或`useContext(Context)`钩子来获取数据。常用于全局主题、语言、用户信息等状态共享。,2,web前端开发,React、Context、真题-酷家乐,技术知识
介绍class和ES5的类以及区别？,ES5通过构造函数和原型链（`prototype`）来模拟类和继承。ES6引入了`class`关键字，它是ES5基于原型继承的语法糖。区别：1. `class`声明的类不会变量提升；2. `class`内部的方法是不可枚举的（non-enumerable）；3. `class`必须使用`new`调用，不能像普通函数那样直接调用；4. `class`的继承（`extends`）机制更完善，子类可以通过`super()`直接调用父类构造函数。,3,web前端开发,前端基础、class、真题-酷家乐,技术知识
介绍箭头函数和普通函数的区别？,1. `this`指向：普通函数的`this`在调用时动态绑定，指向调用者；箭头函数没有自己的`this`，它会捕获其定义时所处外层作用域的`this`；2. 不能作为构造函数：箭头函数没有`prototype`属性，不能使用`new`关键字实例化；3. 没有`arguments`对象：箭头函数内部不能使用`arguments`，需用剩余参数（`...args`）代替；4. 语法更简洁，支持隐式返回值。,3,web前端开发,前端基础、箭头函数、真题-酷家乐,技术知识
介绍defineProperty⽅方法，什什么时候需要⽤用到,"`Object.defineProperty(obj, prop, descriptor)`用于在对象上定义一个新属性，或修改现有属性，并返回该对象。它可以精确控制属性的特性（如是否可枚举`enumerable`、是否可配置`configurable`、是否可写`writable`），以及定义`get`和`set`存取器。常用于：1. Vue 2.x的响应式原理（数据劫持）；2. 封装对象的私有属性或只读属性；3. 拦截对象属性的读取和修改操作。",4,web前端开发,前端基础、真题-酷家乐,技术知识
for..in 和 object.keys的区别？,两者都用于遍历对象属性。`for...in`会遍历对象自身及其原型链上所有可枚举的属性（通常需要配合`hasOwnProperty`过滤掉原型链上的属性）。`Object.keys(obj)`返回一个数组，只包含对象自身的所有可枚举属性，不包含原型链上的属性。在实际开发中，为了避免遍历到原型链上的意外属性，更推荐使用`Object.keys`。,3,web前端开发,前端基础、真题-酷家乐,技术知识
介绍闭包，使⽤用场景,闭包是指有权访问另一个函数作用域中变量的函数。当内部函数引用了外部函数的变量，且内部函数被返回或在外部被执行时，就形成了闭包。使用场景：1. 模块化封装，隐藏私有变量，只暴露公共接口；2. 防抖（Debounce）和节流（Throttle）函数中保存定时器状态；3. 柯里化（Currying）函数保存部分参数；4. React Hooks中保存组件状态。,3,web前端开发,JavaScript、闭包、真题-酷家乐,技术知识
使⽤用闭包特权函数的使⽤用场景,特权函数（Privileged Method）是指在构造函数内部定义的、能够访问私有变量和私有方法的公共方法。使用场景：当我们需要创建一个对象，该对象包含一些不希望被外部直接修改的敏感数据（如密码、内部状态计数器），但又需要提供特定的接口让外部进行受控的读取或修改时。通过在构造函数中利用闭包暴露特权函数，可以实现数据的封装和安全控制。,3,web前端开发,JavaScript、闭包、真题-酷家乐,技术知识
get和post有什什么区别？,1. 语义：GET用于获取资源，POST用于提交数据；2. 参数位置：GET参数通常拼接在URL的查询字符串中，POST参数放在请求体（Body）中；3. 安全性：POST相对GET更安全，因为参数不在URL中暴露；4. 长度限制：GET请求受限于浏览器对URL长度的限制（通常2KB左右），POST请求体大小一般无限制；5. 缓存：GET请求会被浏览器主动缓存，POST默认不会；6. 幂等性：GET是幂等的，POST非幂等。,3,web前端开发,前端基础、真题-酷家乐,技术知识
React15/16.x的区别？,React 16最大的改变是引入了Fiber架构，将原本同步的、不可中断的渲染过程（React 15的Stack Reconciler）改为了异步的、可中断的渲染过程，解决了复杂组件树渲染时阻塞主线程导致卡顿的问题。此外，React 16还引入了Error Boundaries（错误边界）、Portals（插槽）、支持返回数组或字符串的render方法，以及新的生命周期钩子（如`getDerivedStateFromProps`）。,5,web前端开发,前端基础、真题-百分点,技术知识
重新渲染render会做些什什么,当组件触发重新渲染时，React会调用`render`方法（或执行函数组件），生成一棵新的虚拟DOM树。然后，React会使用Diff算法将这棵新树与旧的虚拟DOM树进行比较，找出两者之间的最小差异（Patch）。最后，React将这些差异批量更新到真实的DOM上，从而完成视图的更新。,4,web前端开发,浏览器、真题-百分点,技术知识
哪些⽅方法会触发react重新渲染？,1. 类组件中调用`setState()`（即使状态值没有改变，除非在`shouldComponentUpdate`中拦截）；2. 类组件中调用`forceUpdate()`（会强制跳过`shouldComponentUpdate`）；3. 父组件重新渲染，会导致其所有子组件默认重新渲染（可通过`React.memo`或`PureComponent`优化）；4. 函数组件中调用`useState`或`useReducer`的更新函数，且新状态与旧状态不相等时；5. Context的值发生变化，会导致所有消费该Context的组件重新渲染。,2,web前端开发,React、浏览器、真题-百分点,技术知识
state和props触发更更新的⽣生命周期分别有什什么区别？,在React 16.3之前的类组件中：`props`改变会触发`componentWillReceiveProps`，而`state`改变不会触发此钩子。之后的流程两者相同：`shouldComponentUpdate` -> `componentWillUpdate` -> `render` -> `componentDidUpdate`。在React 16.3及之后，`componentWillReceiveProps`被废弃，无论是`props`还是`state`改变，都会先触发`static getDerivedStateFromProps`，后续流程一致。,2,web前端开发,前端基础、真题-百分点,技术知识
setState是同步还是异步,在React 18之前，`setState`在React的合成事件和生命周期钩子中是“异步”的（批量更新，多次调用会合并为一次渲染）；但在原生事件（如`addEventListener`）和`setTimeout`/`setInterval`中是同步的。从React 18开始，引入了自动批处理（Automatic Batching），无论在合成事件、原生事件还是定时器中，`setState`默认都是“异步”的（批量更新）。如果需要强制同步，可使用`flushSync`。,2,web前端开发,前端基础、真题-百分点,技术知识
对⽆无状态组件的理理解,无状态组件（Stateless Component）通常指没有自身内部状态（state）、也没有生命周期方法的纯展示型组件。它只负责接收外部传入的`props`并返回相应的UI（JSX）。在React 16.8之前，函数组件就是典型的无状态组件。无状态组件的优点是逻辑简单、易于测试、性能较好（没有实例化和状态管理的开销），符合UI=f(state)的纯函数理念。,2,web前端开发,前端基础、真题-百分点,技术知识
介绍Redux⼯工作流程,1. 用户在View层触发交互；2. View层通过`dispatch(action)`派发一个Action（包含type和payload）；3. Store接收到Action，将其连同当前的State一起传递给Reducer；4. Reducer是一个纯函数，根据Action的type计算并返回全新的State；5. Store更新State，并通知所有订阅了该State的View层组件；6. View层获取到最新的State，重新渲染UI。,4,web前端开发,React、Redux、真题-百分点,技术知识
